recency,history,mens,womens,newbie,visit,conversion,spend,zip_code__rural,zip_code__surburban,zip_code__urban,channel__multichannel,channel__phone,channel__web,treatment
6,638.77,0,1,1,0,0,0.0,0,0,1,1,0,0,1
11,195.25,1,0,0,0,0,0.0,0,1,0,0,0,1,1
7,49.37,0,1,1,0,0,0.0,0,1,0,0,0,1,1
6,175.95,1,0,0,0,0,0.0,0,0,1,0,1,0,0
7,29.99,0,1,0,1,0,0.0,0,0,1,0,1,0,1
1,983.66,0,1,1,0,0,0.0,0,1,0,0,0,1,1
1,797.41,0,1,1,0,0,0.0,1,0,0,1,0,0,2
6,393.1,0,1,0,0,0,0.0,0,0,1,1,0,0,2
9,200.92,1,1,1,1,0,0.0,0,0,1,0,1,0,1
4,241.36,1,0,1,0,0,0.0,0,0,1,1,0,0,1
8,151.5,1,0,1,0,0,0.0,1,0,0,0,1,0,2
5,319.97,1,1,0,0,0,0.0,0,1,0,0,0,1,2
1,179.77,1,0,1,1,0,0.0,0,0,1,0,1,0,0
3,1345.74,0,1,1,0,0,0.0,0,0,1,0,0,1,1
6,57.12,1,0,1,0,0,0.0,0,0,1,0,1,0,1
3,870.38,1,1,1,0,0,0.0,0,1,0,0,0,1,1
8,172.03,1,0,1,0,0,0.0,0,1,0,0,0,1,1
7,281.62,0,1,0,0,0,0.0,0,0,1,1,0,0,2
8,52.06,0,1,0,0,0,0.0,0,1,0,0,1,0,1
5,29.99,0,1,1,0,0,0.0,0,1,0,0,1,0,2
6,141.63,0,1,0,0,0,0.0,0,1,0,0,1,0,1
3,116.01,1,0,1,1,0,0.0,1,0,0,0,0,1,2
2,511.85,0,1,1,0,0,0.0,0,0,1,0,0,1,0
10,60.1,0,1,1,0,0,0.0,0,0,1,0,1,0,2
12,486.05,0,1,1,0,0,0.0,0,0,1,0,1,0,1
9,40.75,0,1,1,0,0,0.0,1,0,0,0,0,1,1
8,202.8,0,1,1,0,0,0.0,0,1,0,0,1,0,2
10,44.98,1,0,1,0,0,0.0,0,0,1,0,1,0,2
7,110.51,0,1,1,1,0,0.0,0,0,1,0,0,1,2
4,602.41,1,1,1,0,0,0.0,1,0,0,0,0,1,0
4,29.99,0,1,1,0,0,0.0,0,1,0,0,1,0,1
3,53.65,0,1,1,0,0,0.0,0,1,0,0,1,0,2
3,435.89,0,1,0,1,0,0.0,0,1,0,0,0,1,0
8,29.99,1,0,0,1,0,0.0,1,0,0,0,1,0,0
4,29.99,1,0,0,1,0,0.0,0,0,1,0,1,0,2
4,796.14,0,1,1,0,0,0.0,1,0,0,0,0,1,2
1,171.5,0,1,0,1,0,0.0,0,0,1,0,0,1,1
10,29.99,0,1,1,0,0,0.0,0,0,1,0,1,0,1
10,347.37,1,0,0,0,0,0.0,0,0,1,0,0,1,1
2,554.6,0,1,1,0,0,0.0,0,1,0,0,1,0,1
12,71.58,1,0,0,0,0,0.0,0,1,0,0,1,0,2
3,41.89,0,1,1,0,0,0.0,0,1,0,0,0,1,1
9,419.31,0,1,1,0,0,0.0,0,0,1,0,1,0,1
5,29.99,1,0,0,0,0,0.0,0,1,0,0,0,1,2
8,238.9,0,1,0,0,0,0.0,0,1,0,0,1,0,2
7,43.59,1,0,1,0,0,0.0,0,0,1,0,1,0,1
12,175.27,1,0,0,0,0,0.0,0,1,0,0,1,0,2
1,302.83,1,1,0,0,0,0.0,0,0,1,1,0,0,2
2,337.22,0,1,1,0,0,0.0,1,0,0,0,1,0,1
11,29.99,1,0,1,0,0,0.0,1,0,0,0,0,1,1
8,418.16,0,1,0,0,0,0.0,0,1,0,0,1,0,1
1,29.99,0,1,1,0,0,0.0,0,1,0,0,0,1,2
4,50.45,1,0,1,0,0,0.0,0,0,1,0,1,0,0
1,499.81,1,0,0,0,0,0.0,0,1,0,0,0,1,1
3,255.74,0,1,0,0,0,0.0,0,0,1,0,1,0,0
9,52.13,0,1,0,0,0,0.0,0,1,0,0,1,0,0
10,95.15,0,1,1,0,0,0.0,0,1,0,0,1,0,1
3,41.44,1,0,0,0,0,0.0,1,0,0,0,0,1,2
1,2239.16,0,1,1,0,0,0.0,0,1,0,0,0,1,2
9,281.78,1,0,1,0,0,0.0,0,0,1,0,0,1,2
1,289.57,1,1,1,0,0,0.0,0,1,0,0,0,1,0
3,465.86,0,1,1,0,0,0.0,0,1,0,0,1,0,1
1,632.61,1,0,1,0,0,0.0,0,1,0,1,0,0,0
9,29.99,1,0,0,0,0,0.0,0,0,1,0,1,0,0
4,761.36,1,0,1,0,0,0.0,1,0,0,0,0,1,0
6,64.32,0,1,0,1,0,0.0,0,0,1,0,0,1,1
1,983.95,1,0,1,0,0,0.0,0,0,1,1,0,0,1
4,529.42,1,0,1,0,0,0.0,0,1,0,0,1,0,0
8,45.61,0,1,1,0,0,0.0,0,1,0,0,1,0,0
7,100.4,0,1,1,0,0,0.0,1,0,0,0,1,0,0
11,540.58,0,1,1,0,0,0.0,1,0,0,0,1,0,1
4,78.78,0,1,0,0,0,0.0,0,1,0,0,0,1,0
9,388.49,1,0,0,0,0,0.0,0,0,1,1,0,0,2
8,370.09,0,1,0,0,0,0.0,0,1,0,0,0,1,2
9,370.97,1,0,0,0,0,0.0,0,0,1,1,0,0,2
3,243.81,1,0,0,1,0,0.0,0,1,0,0,0,1,2
9,67.81,1,0,1,0,0,0.0,0,1,0,0,0,1,0
2,305.16,1,0,1,0,0,0.0,0,1,0,1,0,0,2
11,201.55,0,1,1,0,0,0.0,0,0,1,0,0,1,1
9,476.8,0,1,0,0,0,0.0,0,1,0,0,1,0,2
1,108.23,0,1,0,0,0,0.0,1,0,0,0,1,0,0
9,133.48,0,1,1,0,0,0.0,0,1,0,0,0,1,1
9,34.22,0,1,0,0,0,0.0,1,0,0,0,0,1,0
5,153.56,1,0,1,0,0,0.0,0,0,1,0,0,1,0
10,29.99,0,1,1,1,0,0.0,0,0,1,0,0,1,0
5,507.47,1,1,1,0,0,0.0,0,1,0,0,0,1,0
2,740.96,1,1,1,1,1,53.72,0,0,1,0,1,0,2
10,266.4,0,1,0,0,0,0.0,0,1,0,0,1,0,2
10,106.35,0,1,0,0,0,0.0,0,0,1,0,1,0,0
6,767.66,0,1,1,1,0,0.0,1,0,0,1,0,0,2
7,58.04,1,0,0,0,0,0.0,0,0,1,0,0,1,2
8,424.73,1,1,1,0,0,0.0,0,1,0,0,0,1,1
12,29.99,1,0,1,0,0,0.0,0,0,1,0,0,1,2
9,139.84,0,1,1,0,0,0.0,0,0,1,0,0,1,0
5,103.48,0,1,1,0,0,0.0,0,1,0,0,0,1,1
9,197.22,1,0,1,0,0,0.0,0,1,0,0,1,0,0
1,148.43,1,0,0,0,0,0.0,0,1,0,0,1,0,1
1,267.27,1,0,1,0,0,0.0,0,0,1,0,0,1,2
5,29.99,0,1,0,1,0,0.0,0,0,1,0,0,1,0
3,118.84,1,0,0,0,0,0.0,0,1,0,0,0,1,1
7,109.65,0,1,0,1,0,0.0,0,1,0,0,1,0,1
10,62.24,0,1,1,1,0,0.0,1,0,0,0,0,1,1
1,161.35,0,1,0,1,0,0.0,0,0,1,0,1,0,1
8,318.43,1,0,0,0,0,0.0,0,1,0,0,0,1,1
3,29.99,1,0,0,0,0,0.0,0,1,0,0,0,1,0
2,29.99,0,1,0,1,0,0.0,0,0,1,0,0,1,2
9,56.32,0,1,1,0,0,0.0,0,0,1,0,1,0,0
1,331.65,0,1,0,0,0,0.0,1,0,0,0,0,1,1
6,50.67,1,0,0,0,0,0.0,0,1,0,0,0,1,2
10,30.73,1,0,0,0,0,0.0,0,0,1,0,1,0,2
1,474.06,1,0,0,0,0,0.0,0,0,1,0,0,1,0
9,75.28,1,0,1,0,0,0.0,0,0,1,0,1,0,1
11,295.4,0,1,0,0,0,0.0,0,1,0,0,1,0,2
1,106.32,0,1,1,0,0,0.0,0,1,0,0,0,1,0
2,600.79,1,0,1,0,0,0.0,0,0,1,0,1,0,1
3,1211.76,1,1,1,0,0,0.0,0,0,1,0,0,1,0
8,161.05,1,0,1,1,0,0.0,1,0,0,0,0,1,1
2,124.31,0,1,0,0,0,0.0,0,1,0,0,1,0,0
2,167.02,0,1,1,0,0,0.0,1,0,0,0,1,0,0
1,516.12,1,0,1,0,0,0.0,0,1,0,0,1,0,2
6,798.32,1,1,1,0,0,0.0,0,1,0,0,1,0,2
4,40.26,1,0,1,0,0,0.0,0,1,0,0,0,1,2
11,63.62,0,1,0,0,0,0.0,0,1,0,0,0,1,2
9,112.61,0,1,0,0,0,0.0,0,1,0,0,1,0,2
9,29.99,1,0,0,0,0,0.0,0,1,0,0,1,0,2
10,116.16,0,1,1,0,0,0.0,0,0,1,0,0,1,2
2,81.56,1,0,0,0,0,0.0,0,1,0,0,0,1,0
9,29.99,1,0,0,0,0,0.0,0,1,0,0,1,0,1
11,225.77,1,0,1,0,0,0.0,0,0,1,0,1,0,1
10,84.64,1,0,1,0,0,0.0,0,1,0,0,1,0,0
5,108.24,0,1,0,0,0,0.0,0,0,1,0,0,1,2
6,29.99,1,0,0,0,0,0.0,0,1,0,0,1,0,2
9,165.3,0,1,0,0,0,0.0,0,1,0,0,0,1,0
3,230.85,1,0,1,0,0,0.0,0,1,0,0,0,1,1
10,29.99,1,0,1,0,0,0.0,0,1,0,0,0,1,1
7,89.92,1,0,0,0,0,0.0,0,1,0,0,0,1,1
1,65.4,1,0,1,0,0,0.0,1,0,0,0,0,1,1
8,326.27,1,0,1,0,0,0.0,0,1,0,1,0,0,2
3,280.55,1,0,0,0,0,0.0,1,0,0,0,0,1,2
1,594.26,1,0,1,0,0,0.0,0,1,0,0,1,0,1
11,78.7,0,1,0,0,0,0.0,0,1,0,0,1,0,0
10,41.68,1,0,1,0,0,0.0,0,0,1,0,0,1,2
3,119.06,1,0,1,0,0,0.0,0,1,0,0,0,1,1
10,47.04,0,1,0,0,0,0.0,0,1,0,0,0,1,0
4,33.24,1,0,1,1,0,0.0,0,0,1,0,0,1,1
2,29.99,0,1,0,0,0,0.0,0,1,0,0,0,1,0
8,42.51,1,0,1,0,0,0.0,0,0,1,0,0,1,0
1,781.43,1,1,1,1,0,0.0,0,0,1,0,0,1,1
11,150.23,0,1,1,0,0,0.0,0,1,0,0,1,0,1
8,82.72,1,0,1,0,0,0.0,0,0,1,0,0,1,2
11,36.53,0,1,1,0,0,0.0,0,0,1,0,1,0,1
9,34.84,1,0,1,0,0,0.0,0,1,0,0,0,1,0
5,265.7,1,1,0,0,0,0.0,0,0,1,0,1,0,1
7,175.39,1,0,0,0,0,0.0,0,0,1,0,1,0,0
2,116.82,1,0,0,0,0,0.0,0,0,1,0,1,0,0
1,240.84,1,0,0,1,0,0.0,0,0,1,0,0,1,2
4,125.07,1,0,0,0,0,0.0,0,0,1,0,1,0,2
1,751.04,0,1,1,0,0,0.0,0,1,0,1,0,0,1
5,166.53,0,1,0,0,0,0.0,1,0,0,0,1,0,0
10,435.34,1,0,1,0,0,0.0,1,0,0,0,0,1,1
10,35.36,1,0,1,0,0,0.0,0,0,1,0,1,0,2
6,873.9,1,0,1,0,0,0.0,0,0,1,0,0,1,1
7,140.08,1,0,0,1,0,0.0,0,1,0,0,0,1,2
12,309.54,0,1,1,0,0,0.0,0,0,1,0,0,1,0
3,134.14,1,0,1,0,0,0.0,0,0,1,0,1,0,1
2,178.55,1,0,0,1,0,0.0,0,0,1,0,0,1,2
1,319.35,1,1,0,0,0,0.0,0,0,1,0,1,0,0
3,113.35,0,1,1,0,0,0.0,0,1,0,0,0,1,0
10,195.36,1,0,0,0,0,0.0,0,0,1,0,1,0,2
7,178.53,0,1,1,0,0,0.0,0,1,0,0,1,0,2
4,41.71,1,0,1,0,0,0.0,0,1,0,0,0,1,0
11,29.99,1,0,0,1,0,0.0,0,1,0,0,1,0,2
1,80.9,1,0,1,0,0,0.0,0,1,0,0,1,0,1
1,122.94,1,0,0,1,0,0.0,0,1,0,0,0,1,0
6,122.39,0,1,1,0,0,0.0,0,1,0,0,0,1,1
4,52.89,0,1,0,0,0,0.0,0,1,0,0,0,1,0
3,29.99,0,1,0,0,0,0.0,1,0,0,0,1,0,2
1,145.29,1,0,1,1,0,0.0,0,1,0,0,0,1,2
4,1315.84,1,1,1,1,0,0.0,0,1,0,1,0,0,1
12,29.99,1,0,0,1,0,0.0,0,1,0,0,0,1,2
10,98.04,0,1,1,0,0,0.0,0,1,0,0,1,0,2
10,280.85,0,1,1,0,0,0.0,0,0,1,0,0,1,0
3,619.36,1,1,1,0,0,0.0,0,0,1,0,1,0,1
12,133.47,1,0,1,0,0,0.0,0,1,0,0,1,0,0
2,67.22,1,0,1,0,0,0.0,1,0,0,0,1,0,0
1,141.69,0,1,0,0,0,0.0,0,1,0,0,1,0,0
8,319.78,0,1,1,0,0,0.0,0,1,0,0,1,0,0
10,75.86,1,0,0,0,0,0.0,0,0,1,0,0,1,0
3,29.99,0,1,1,0,0,0.0,1,0,0,0,1,0,0
9,312.45,1,0,0,0,0,0.0,1,0,0,0,0,1,1
2,413.89,1,1,0,0,0,0.0,1,0,0,0,0,1,1
7,59.2,0,1,1,0,0,0.0,0,0,1,0,0,1,1
5,29.99,1,0,1,0,0,0.0,1,0,0,0,0,1,2
5,113.14,1,0,0,0,0,0.0,0,1,0,0,0,1,2
8,587.52,1,1,1,0,0,0.0,0,1,0,0,0,1,1
4,51.23,1,0,1,0,0,0.0,0,1,0,0,0,1,0
1,347.47,0,1,0,1,0,0.0,1,0,0,1,0,0,0
2,250.55,1,1,0,0,0,0.0,0,0,1,0,1,0,1
2,48.3,0,1,1,0,0,0.0,0,1,0,0,0,1,1
11,29.99,1,0,0,0,0,0.0,0,0,1,0,0,1,1
11,440.25,1,0,0,0,0,0.0,1,0,0,1,0,0,0
11,286.26,0,1,1,0,0,0.0,0,0,1,0,0,1,2
2,29.99,0,1,1,0,0,0.0,0,0,1,0,0,1,2
1,990.53,1,1,1,0,0,0.0,0,1,0,0,0,1,2
1,296.77,0,1,0,1,0,0.0,0,0,1,0,0,1,2
12,131.62,0,1,0,0,0,0.0,0,0,1,0,1,0,1
6,226.85,0,1,0,0,0,0.0,0,0,1,1,0,0,2
1,187.79,1,0,0,0,0,0.0,0,0,1,0,1,0,2
6,33.92,0,1,1,0,0,0.0,1,0,0,0,1,0,0
4,237.88,0,1,1,0,0,0.0,0,1,0,1,0,0,2
1,108.64,0,1,0,0,0,0.0,0,0,1,0,1,0,1
5,47.83,0,1,0,0,0,0.0,0,1,0,0,0,1,1
1,685.13,1,0,1,0,0,0.0,0,1,0,1,0,0,0
1,592.86,0,1,1,0,0,0.0,0,0,1,0,1,0,2
6,135.77,0,1,0,0,0,0.0,0,1,0,0,0,1,0
10,129.64,1,0,0,0,0,0.0,0,0,1,0,1,0,1
2,137.09,0,1,1,0,0,0.0,0,0,1,0,1,0,2
9,189.35,1,0,0,0,0,0.0,0,1,0,0,1,0,1
2,1250.74,1,0,1,0,0,0.0,1,0,0,0,1,0,0
3,87.68,0,1,0,0,0,0.0,0,1,0,0,1,0,1
9,234.79,1,0,0,0,0,0.0,0,0,1,1,0,0,2
1,217.61,1,0,0,0,0,0.0,0,0,1,0,0,1,1
9,574.65,0,1,1,0,0,0.0,0,1,0,0,0,1,1
4,238.09,1,0,1,0,0,0.0,1,0,0,0,1,0,0
5,197.81,1,0,1,0,0,0.0,0,1,0,0,0,1,1
12,700.33,1,1,1,0,0,0.0,0,1,0,0,0,1,0
1,29.99,0,1,0,0,0,0.0,0,1,0,0,1,0,2
8,36.37,1,0,0,0,0,0.0,0,0,1,0,0,1,0
2,648.43,1,0,1,0,0,0.0,0,0,1,0,1,0,1
10,77.31,1,0,1,0,0,0.0,0,0,1,0,0,1,1
9,72.4,1,0,1,0,0,0.0,1,0,0,0,1,0,1
10,107.15,0,1,1,0,0,0.0,0,0,1,0,1,0,0
1,489.71,0,1,0,0,0,0.0,1,0,0,0,1,0,2
4,145.75,0,1,1,1,0,0.0,0,1,0,0,0,1,0
4,232.42,1,0,0,0,0,0.0,0,1,0,0,0,1,0
6,84.35,0,1,0,0,0,0.0,0,0,1,0,1,0,1
9,29.99,0,1,1,0,0,0.0,0,0,1,0,1,0,0
1,272.1,0,1,0,0,0,0.0,0,0,1,0,1,0,1
5,175.44,1,0,1,0,0,0.0,1,0,0,0,1,0,0
1,182.01,1,0,0,0,0,0.0,0,0,1,0,0,1,2
10,29.99,0,1,0,0,0,0.0,0,1,0,0,1,0,1
6,33.18,1,0,0,0,0,0.0,0,0,1,0,0,1,1
10,41.47,1,0,1,0,0,0.0,0,1,0,0,1,0,2
2,249.64,1,0,1,0,0,0.0,0,0,1,0,1,0,2
8,51.87,0,1,0,0,0,0.0,0,1,0,0,1,0,0
1,292.72,0,1,1,0,0,0.0,0,1,0,0,1,0,2
7,203.14,1,0,1,0,0,0.0,0,1,0,1,0,0,1
6,217.07,0,1,0,0,0,0.0,0,1,0,1,0,0,0
2,1029.18,1,1,1,0,0,0.0,0,0,1,0,0,1,0
5,29.99,1,0,0,0,0,0.0,1,0,0,0,0,1,1
3,144.59,0,1,0,0,0,0.0,0,1,0,0,1,0,0
9,190.88,0,1,1,0,0,0.0,0,0,1,0,1,0,2
1,235.47,1,1,1,0,0,0.0,0,0,1,0,0,1,0
4,254.08,0,1,1,0,0,0.0,0,1,0,0,1,0,2
3,416.79,0,1,1,0,0,0.0,0,0,1,0,1,0,1
3,60.86,1,0,1,0,0,0.0,0,0,1,0,1,0,2
10,74.33,0,1,0,0,0,0.0,0,1,0,0,1,0,0
2,151.52,0,1,0,0,0,0.0,1,0,0,0,1,0,1
8,365.07,0,1,1,0,0,0.0,0,0,1,1,0,0,0
1,358.8,1,0,1,0,0,0.0,0,1,0,0,0,1,1
5,144.37,0,1,1,1,0,0.0,0,0,1,0,0,1,0
4,38.06,0,1,0,0,0,0.0,0,0,1,0,0,1,0
2,421.74,0,1,0,1,1,29.99,0,0,1,0,0,1,2
10,962.78,1,1,1,0,0,0.0,0,1,0,0,1,0,2
11,457.33,1,0,0,0,0,0.0,0,0,1,0,1,0,1
1,1138.13,0,1,1,1,0,0.0,0,0,1,1,0,0,0
7,106.54,0,1,0,0,0,0.0,0,1,0,0,0,1,1
10,113.34,0,1,1,0,0,0.0,0,1,0,0,0,1,2
8,434.03,0,1,1,0,0,0.0,0,0,1,0,1,0,2
1,31.86,1,0,0,0,0,0.0,1,0,0,0,1,0,2
6,161.44,0,1,0,1,0,0.0,0,0,1,0,0,1,2
2,85.21,1,0,0,0,0,0.0,0,0,1,0,0,1,2
5,35.24,1,0,0,0,0,0.0,0,1,0,0,1,0,1
5,78.7,1,0,1,0,0,0.0,0,1,0,0,0,1,1
10,88.07,1,0,0,1,0,0.0,0,0,1,0,1,0,1
6,64.84,1,0,0,0,0,0.0,0,0,1,0,1,0,2
11,30.35,0,1,1,0,0,0.0,1,0,0,0,1,0,1
1,210.88,1,0,1,0,0,0.0,1,0,0,0,0,1,1
3,157.47,1,0,1,0,0,0.0,0,1,0,0,0,1,0
7,127.82,1,0,1,0,0,0.0,0,0,1,0,0,1,2
3,421.73,0,1,0,0,0,0.0,0,1,0,0,1,0,2
11,321.3,1,0,0,0,0,0.0,0,0,1,1,0,0,1
3,29.99,1,0,1,0,0,0.0,1,0,0,0,0,1,1
2,483.65,0,1,0,0,0,0.0,0,1,0,0,1,0,0
9,220.22,0,1,1,0,0,0.0,0,0,1,1,0,0,1
2,452.51,1,0,0,0,0,0.0,0,1,0,1,0,0,1
7,179.19,1,0,1,0,0,0.0,0,0,1,0,0,1,0
4,53.0,0,1,0,0,0,0.0,0,0,1,0,1,0,1
11,29.99,1,0,1,0,0,0.0,0,0,1,0,0,1,2
12,29.99,1,0,0,0,0,0.0,0,0,1,0,1,0,1
4,42.46,0,1,1,0,0,0.0,0,0,1,0,1,0,0
10,60.89,1,0,1,0,0,0.0,0,0,1,0,1,0,2
4,123.0,1,0,0,0,0,0.0,0,0,1,0,0,1,1
2,91.43,1,0,1,0,0,0.0,0,0,1,0,0,1,1
5,224.78,0,1,0,0,0,0.0,1,0,0,0,0,1,2
1,187.8,0,1,1,0,0,0.0,1,0,0,0,0,1,1
9,46.41,0,1,1,0,0,0.0,1,0,0,0,1,0,0
10,110.97,1,0,0,0,0,0.0,0,1,0,0,0,1,1
2,60.4,1,0,1,0,0,0.0,1,0,0,0,0,1,1
2,1564.58,0,1,1,0,0,0.0,0,0,1,0,1,0,0
10,92.37,1,0,0,0,0,0.0,0,0,1,0,1,0,2
10,612.12,1,0,1,0,0,0.0,0,0,1,0,1,0,2
12,35.07,0,1,1,0,0,0.0,0,1,0,0,0,1,1
4,552.07,1,0,1,0,0,0.0,0,0,1,1,0,0,0
7,197.5,1,0,1,0,0,0.0,0,0,1,0,0,1,2
2,562.71,0,1,1,0,0,0.0,0,1,0,1,0,0,2
10,192.8,1,0,0,0,0,0.0,0,0,1,0,1,0,2
10,370.35,0,1,0,1,0,0.0,0,1,0,0,1,0,0
6,153.45,0,1,1,0,0,0.0,0,1,0,0,1,0,2
4,63.86,1,0,1,0,0,0.0,0,0,1,0,1,0,2
1,297.6,1,0,0,0,0,0.0,0,1,0,0,1,0,2
8,48.81,0,1,1,0,0,0.0,0,0,1,0,0,1,0
1,57.84,0,1,1,0,0,0.0,0,0,1,0,0,1,0
7,63.07,0,1,1,0,0,0.0,0,0,1,0,1,0,2
11,151.77,0,1,0,0,0,0.0,0,0,1,0,0,1,1
5,82.55,1,0,1,0,0,0.0,0,1,0,0,0,1,0
6,175.2,0,1,1,0,0,0.0,0,0,1,0,0,1,2
3,200.98,0,1,0,0,0,0.0,0,1,0,0,0,1,0
2,29.99,0,1,1,0,0,0.0,0,0,1,0,1,0,1
9,261.41,0,1,1,0,0,0.0,0,1,0,0,0,1,2
6,149.98,1,0,1,0,0,0.0,0,1,0,0,1,0,2
4,192.19,1,0,1,0,0,0.0,0,1,0,0,0,1,2
6,58.7,0,1,0,0,0,0.0,0,1,0,0,0,1,2
2,492.51,0,1,0,0,0,0.0,0,1,0,1,0,0,0
8,64.8,1,0,1,0,0,0.0,0,0,1,0,1,0,0
7,227.6,1,0,0,0,0,0.0,1,0,0,0,0,1,2
11,29.99,0,1,1,0,0,0.0,0,0,1,0,0,1,1
10,261.84,1,0,1,0,0,0.0,0,1,0,0,0,1,1
9,393.9,1,1,0,0,0,0.0,0,1,0,0,0,1,0
1,219.03,1,0,0,0,0,0.0,0,1,0,0,0,1,1
5,137.32,0,1,1,1,0,0.0,0,1,0,0,0,1,0
10,29.99,0,1,0,0,0,0.0,0,0,1,0,0,1,1
3,29.99,1,0,0,0,0,0.0,0,1,0,0,0,1,1
2,78.75,1,0,0,1,0,0.0,0,1,0,0,1,0,0
9,42.44,0,1,0,0,0,0.0,0,1,0,0,0,1,1
3,533.24,0,1,1,0,0,0.0,0,1,0,0,0,1,2
7,724.37,1,0,1,0,0,0.0,0,0,1,0,1,0,0
11,311.47,1,0,0,0,0,0.0,0,0,1,0,0,1,1
4,59.5,0,1,0,0,0,0.0,0,1,0,0,0,1,2
5,940.15,1,0,1,0,0,0.0,0,1,0,1,0,0,0
9,38.75,1,0,0,0,0,0.0,0,1,0,0,1,0,0
11,184.76,1,0,0,0,0,0.0,0,0,1,0,0,1,0
5,144.03,0,1,0,0,0,0.0,1,0,0,0,0,1,1
8,35.63,0,1,0,0,0,0.0,0,0,1,0,0,1,2
7,187.7,1,0,1,0,0,0.0,0,0,1,0,0,1,0
2,227.18,1,1,1,0,0,0.0,1,0,0,1,0,0,2
2,211.36,1,0,0,0,0,0.0,0,1,0,0,0,1,0
3,657.19,1,1,1,1,0,0.0,0,0,1,1,0,0,2
9,207.14,0,1,1,0,0,0.0,0,0,1,1,0,0,2
7,140.8,0,1,0,0,0,0.0,0,0,1,0,0,1,0
10,50.56,0,1,1,0,0,0.0,0,1,0,0,0,1,0
8,322.18,1,0,0,0,0,0.0,0,1,0,0,0,1,1
6,408.04,1,0,0,0,0,0.0,0,1,0,0,0,1,2
5,730.65,1,1,1,0,0,0.0,0,0,1,0,0,1,0
11,186.51,1,0,0,0,0,0.0,0,1,0,0,1,0,1
2,291.88,0,1,1,0,0,0.0,0,0,1,0,1,0,1
7,89.73,1,0,1,0,0,0.0,0,1,0,0,0,1,0
10,261.59,1,1,1,0,0,0.0,0,1,0,0,1,0,2
4,718.93,1,1,1,0,0,0.0,0,0,1,0,0,1,0
2,207.18,1,0,1,0,0,0.0,0,1,0,0,0,1,2
5,404.45,1,0,1,0,0,0.0,1,0,0,1,0,0,2
9,87.27,0,1,1,0,0,0.0,0,1,0,0,1,0,1
1,537.6,1,0,1,0,0,0.0,0,0,1,0,1,0,1
11,116.49,1,0,1,0,0,0.0,1,0,0,0,1,0,2
11,99.27,0,1,1,0,0,0.0,0,0,1,0,0,1,1
9,29.99,1,0,0,0,0,0.0,1,0,0,0,1,0,1
4,206.48,0,1,1,0,0,0.0,0,0,1,1,0,0,2
10,40.71,0,1,1,0,0,0.0,0,1,0,0,0,1,0
7,342.23,0,1,0,0,0,0.0,0,0,1,0,0,1,2
8,504.97,0,1,1,0,0,0.0,0,0,1,0,0,1,1
1,877.02,0,1,1,0,0,0.0,0,0,1,0,0,1,1
1,206.2,0,1,0,0,0,0.0,0,1,0,0,1,0,2
3,230.16,1,0,0,0,0,0.0,1,0,0,1,0,0,2
1,265.69,0,1,0,1,1,95.77,1,0,0,0,0,1,2
10,84.69,1,0,0,0,0,0.0,0,1,0,0,1,0,2
1,202.72,1,0,0,0,0,0.0,0,0,1,0,0,1,0
4,150.9,0,1,1,1,0,0.0,0,0,1,0,0,1,2
9,86.21,0,1,0,0,0,0.0,1,0,0,0,0,1,2
8,721.06,1,1,1,0,0,0.0,0,1,0,1,0,0,2
2,741.16,1,0,1,0,0,0.0,0,0,1,1,0,0,1
11,336.27,1,0,0,0,0,0.0,0,1,0,0,0,1,1
2,324.02,1,0,1,0,0,0.0,0,0,1,0,0,1,1
5,57.04,1,0,1,0,0,0.0,0,1,0,0,0,1,1
6,260.59,0,1,1,1,0,0.0,0,0,1,0,0,1,1
1,176.05,1,0,0,1,0,0.0,1,0,0,0,1,0,1
3,45.95,1,0,0,0,0,0.0,0,0,1,0,0,1,0
3,812.69,0,1,1,1,0,0.0,0,1,0,0,0,1,1
4,44.03,0,1,0,0,0,0.0,0,0,1,0,1,0,2
7,175.49,0,1,0,0,0,0.0,1,0,0,0,0,1,1
11,181.9,0,1,0,0,0,0.0,0,0,1,0,1,0,0
11,178.45,0,1,1,0,0,0.0,0,1,0,0,1,0,1
2,418.4,1,1,0,0,0,0.0,0,0,1,0,1,0,2
11,51.42,1,0,1,0,0,0.0,0,1,0,0,0,1,1
10,39.36,1,0,1,0,0,0.0,0,0,1,0,1,0,0
2,969.08,1,0,1,0,0,0.0,0,0,1,0,1,0,2
2,1017.35,1,0,1,0,0,0.0,0,1,0,0,1,0,1
3,390.84,1,0,0,0,0,0.0,0,0,1,0,1,0,0
5,149.16,1,0,1,0,0,0.0,0,0,1,0,0,1,2
3,169.74,0,1,1,1,0,0.0,1,0,0,0,1,0,2
4,444.07,0,1,0,0,0,0.0,0,0,1,1,0,0,0
9,401.92,1,0,0,0,0,0.0,0,0,1,1,0,0,0
1,54.57,0,1,1,0,0,0.0,1,0,0,0,0,1,0
2,77.0,1,0,1,0,0,0.0,0,1,0,0,1,0,0
5,187.96,0,1,1,0,0,0.0,1,0,0,0,0,1,0
8,29.99,0,1,0,0,0,0.0,0,0,1,0,0,1,0
1,55.34,1,0,0,0,0,0.0,0,1,0,0,0,1,0
9,167.18,0,1,1,0,0,0.0,0,0,1,0,1,0,0
11,156.84,1,0,0,0,0,0.0,0,0,1,0,0,1,0
1,320.24,0,1,0,1,0,0.0,0,1,0,0,0,1,2
